p,template,fact_id,effect_gold,effect_top
P103,What language is [MASK] originally from?,15,0.6266904696353538,1.0017551357075158
P103,What is the first language of [MASK]?,14,0.7672601747923785,1.0108286484928573
P103,What is the language [MASK] grew up speaking?,14,0.7135920632965215,0.9965191393488613
P103,What is the language of [MASK]'s birth?,14,0.6533066549329531,1.0203744375814927
P103,What language does [MASK] originate from?,14,0.6958543802943377,0.9812591721531662
P103,What language is [MASK] a native speaker of?,14,0.8549363700464134,1.0152661194287458
P103,What is [MASK]'s primary language?,13,0.7605430340877101,1.0309959008843648
P103,What language does [MASK] speak?,13,0.6193833822005621,1.0154039039579075
P103,What language does [MASK] speak natively?,12,0.9376968920891366,1.004130807267899
P103,What language is [MASK] most familiar with?,12,0.8445657913778772,0.9982500585744346
P103,What language was [MASK]'s native tongue?,12,0.6531731437630416,1.014511628129384
P103,What was [MASK]'s first language?,12,0.7570042698079721,1.0142833068090018
P103,What was [MASK]'s native language?,12,0.9595456888561058,0.993823687478332
P103,What language was native to [MASK]?,11,0.6256429383828848,1.0023913357133323
P103,What is [MASK]'s original language?,10,0.9541746579812079,1.0146555989786576
P103,What language does [MASK] identify with?,10,0.8396458434359719,1.0008863399362236
P103,What language does [MASK] know best?,10,0.60878728088969,1.0091469927767387
P103,What language does [MASK] primarily speak?,10,0.718194728711779,1.0009193628342548
P103,What was [MASK]'s language of origin?,10,0.9272259154293007,0.9806719753942034
P103,What was the mother tongue of [MASK]?,10,0.7578454888610453,1.020146027097478
P103,What was the primary language of [MASK]?,10,0.7828420582691183,1.0059437950439467
P103,What language did [MASK] originate from?,9,0.9329239132829797,0.975487764337267
P103,What language does [MASK] speak as his first language?,9,0.7913674615407361,1.0476891225053893
P103,What was the original language of [MASK]?,9,0.7434113023263288,0.9708311286013485
P103,What is the language [MASK] is most familiar with?,8,0.486365417090153,1.0036110575061141
P103,What is the language [MASK] was born speaking?,8,0.6450992914495893,1.0083438654408665
P103,What is the language [MASK] was raised speaking?,8,0.721212469131122,1.0087757849753558
P103,What is the language of origin in [MASK]?,8,0.5037482765064427,0.9970520091143157
P103,What language does [MASK] call his own?,8,0.6912118210786656,0.947208182072422
P103,What language does [MASK] speak as a first language?,8,0.9788225171581935,1.0233898932129062
P103,What language does [MASK] typically speak?,8,0.6033850730320759,1.015626825499559
P103,What language is [MASK] native to?,8,0.6399172011030436,1.0040173539575683
P103,What language is indigenous to [MASK]?,8,0.605857732237846,0.9908216755727653
P103,What language was [MASK] originally from?,8,0.7063299041986923,0.9704216222572581
P103,What language was [MASK]'s native language?,8,0.8716976419852274,1.0014326221965
P103,What was the native language of [MASK]?,8,1.0208908431254482,1.0014286398916965
P103,What language does [MASK] have roots in?,7,0.825511392387757,0.9681429113269602
P103,What language does [MASK] originally come from?,7,0.8415010861244033,1.0124519414285122
P103,What language was [MASK]'s primary language?,7,0.6885221205565321,1.0156974296614532
P103,What is [MASK]'s language of origin?,6,0.6774614141515866,0.9927340565083925
P103,What is the language that [MASK] grew up speaking?,6,0.9106061615263368,1.0100463142447291
P103,What is the native language of [MASK]?,6,1.0072487562836068,1.010857844672713
P103,What language does [MASK] consider his own?,6,0.6647358768478168,0.9566494912138395
P103,What language does [MASK] have as his first language?,6,0.8413711431935464,1.014196084088496
P103,What language does [MASK] have as his mother tongue?,6,0.6420004760078637,0.9982176120140408
P103,What language does [MASK] have as his native tongue?,6,1.1115265121833,1.0056381086654218
P103,What language does [MASK] have the most fluency in?,6,1.0012788077133499,1.0497479827219784
P103,What language does [MASK] speak fluently?,6,0.6320395080721268,1.0058524580598298
P103,What language is [MASK] a native of?,6,0.7900838782215586,0.9817880712579924
P103,What is the language that [MASK] is most familiar with?,5,0.5997369311997602,1.004653724092496
P103,What is the language that [MASK] is native to?,5,0.7897919153239499,1.0008137967556512
P103,What is the native language of [MASK]'s family?,5,0.8409363414883225,0.9341647021320085
P103,What language did [MASK] have as his first language?,5,0.7830950104399894,1.0112517581762384
P103,What language did [MASK] speak as his mother tongue?,5,0.9886702332752112,1.0002500534031333
P103,What language does [MASK] primarily use?,5,1.1360377015088645,1.0144031743063349
P103,What language does [MASK] speak as her mother tongue?,5,0.6113112425996021,1.0144230189741879
P103,What language is [MASK]'s native dialect?,5,0.5816371846063627,0.9808069954631066
P103,What language is [MASK]'s primary tongue?,5,0.6006597878315822,0.998137293546504
P103,What language is traditionally spoken in [MASK]?,5,0.6128452089745889,1.0007226042806425
P103,What language was [MASK] brought up with?,5,0.5965362141622685,1.0316521865329618
P103,What language was [MASK] most familiar with?,5,0.9153940974487786,0.9628742397952493
P103,What mother tongue does [MASK] have?,5,0.7752925771642751,1.0440795499143634
P103,What was [MASK]'s native tongue?,5,0.9784810559209909,1.0206593885395079
P103,What was [MASK]'s primary language?,5,0.8223066397960901,1.0185140522857752
P103,What was the language of [MASK]'s origin?,5,0.9877115317374361,0.9721223236408594
P103,What was the language of [MASK]'s upbringing?,5,0.9987941308514154,0.9987941308514154
P103,Which language is [MASK]'s mother tongue?,5,0.9661215631561948,1.0099135640662034
P103,Which language is [MASK]'s native language?,5,0.5880525614193873,0.989680554962679
P103,What is the language [MASK] is originally from?,4,0.48946898546667533,0.9900786673176837
P103,What is the language [MASK] was brought up speaking?,4,0.5012836801918659,1.0057175744127083
P103,What is the language that [MASK] was born speaking?,4,0.9786172847930094,1.0115320625836515
P103,What language did [MASK] originally speak?,4,0.6784625127699228,1.0201984895364284
P103,What language did [MASK] speak as his first language?,4,0.4994003245304729,1.0189916357870006
P103,What language does [MASK] consider his native language?,4,0.771557758139579,1.0374843334035
P103,What language does [MASK] consider to be his native language?,4,1.031922896577653,1.0160496566402937
P103,What language does [MASK] have the most proficiency in?,4,0.45893966067447794,0.9495706455915935
P103,What language does [MASK] identify as his first language?,4,0.2275832483259834,1.0322758557167375
P103,What language does [MASK] know the best?,4,0.5108740667874347,1.0096340620401194
P103,What language does [MASK] originally speak?,4,0.7684663273020519,0.9893252033327575
P103,What language does [MASK] speak as her first language?,4,0.7545008700511345,1.024541539351245
P103,What language is [MASK] most comfortable speaking?,4,0.4981263282531984,1.0100081144970718
P103,What language is [MASK]'s original language?,4,0.5310372680154735,1.0190522168495466
P103,What language is spoken in [MASK]?,4,0.25068782231843467,1.0169937478302171
P103,What was [MASK]'s original language?,4,0.25257288715213755,1.016076324201223
P103,What was the first language of [MASK]?,4,1.0319359226369451,1.013557073095983
P103,What was the language [MASK] was born speaking?,4,0.5069529971763921,1.0052327049605267
P103,What was the primary language spoken by [MASK]?,4,1.0143127157494205,1.0046636565844904
P103,In what language did [MASK] grow up speaking?,3,0.6519802789724785,1.0165070404410097
P103,What is [MASK]' mother tongue?,3,0.0,0.968082274944936
P103,What is [MASK]'s native dialect?,3,0.8187596631874213,0.818759663187421
P103,What is the indigenous language of [MASK]?,3,0.2967662032714307,0.965410075015075
P103,What is the language [MASK] is most comfortable speaking?,3,0.6613619994381551,1.0251572935477211
P103,What is the language [MASK] is native to?,3,0.33717849674057243,0.987345808510378
P103,What is the language [MASK] learned first?,3,0.9870056386743177,0.9989604814895648
P103,What is the language that [MASK] is most fluent in?,3,0.6651284802024532,0.9948330122506953
P103,What is the language that [MASK] was raised speaking?,3,1.0795935557063272,0.9786792626404525
P103,What is the language traditionally spoken in [MASK]?,3,0.34124420414208795,1.0167172452908964
P103,What is the linguistic background of [MASK]?,3,0.33824942815153136,0.9768520525062722
P103,What is the native dialect of [MASK]?,3,0.9058457715603438,0.9058457715603434
P103,What is the natural language of [MASK]?,3,0.6669459254754263,0.9969095112134911
P103,What is the primary language of the [MASK]?,3,1.067970275883728,0.9954018118112958
P103,What language did [MASK] come from?,3,0.3035344527985738,1.0047320515156495
P103,What language did [MASK] first learn to speak?,3,0.9935268276298941,1.0153577723824379
P103,What language did [MASK] learn as a first language?,3,0.3248267001591569,1.0075634831447753
P103,What language did [MASK] learn as his first language?,3,0.7735924584730599,0.9704630677922643
P103,What language did [MASK] learn at home?,3,0.6546236292409263,1.0397436537381715
P103,What language did [MASK] speak at home?,3,0.6420056628368987,1.023642857607414
P103,What language do [MASK] speak as their mother tongue?,3,0.9808613764655109,1.0119928113961156
P103,What language does [MASK] come from originally?,3,0.32611724453512797,0.9953186335161197
P103,What language does [MASK] consider his primary language?,3,1.0550741480029677,1.0020103509749532
P103,What language does [MASK] have as her native language?,3,0.3335080039861895,0.9964692353091964
P103,What language does [MASK] have as his primary language?,3,1.0605049948528462,1.0226280068258118
P103,What language does [MASK] have as their native tongue?,3,0.9691033438868523,1.0092023962949277
P103,What language does [MASK] speak as his primary language?,3,0.3473160093818637,1.0216554763432477
P103,What language does [MASK] speak as their first language?,3,1.1667354131355467,0.9998406032956223
P103,What language does [MASK] speak by birth?,3,0.9592716983455315,1.0141001295789327
P103,What language does [MASK] use as his native language?,3,1.0319091374948306,1.0097753160838128
P103,What language is [MASK] native in?,3,1.0277475320756377,1.0277475320756377
P103,What language is [MASK] natively fluent in?,3,1.0160746638983202,1.0160746638983202
P103,What language is [MASK]'s first tongue?,3,1.017187976607423,0.9939625706642259
P103,What language is natively spoken by [MASK]?,3,0.6660119764401548,0.9968555893355587
P103,What language is spoken by [MASK]?,3,1.019574938106668,1.019574938106668
P103,What language is the first language of [MASK]?,3,1.016399829681956,1.016399829681956
P103,What language was [MASK] originally fluent in?,3,0.611144237154035,0.9729691054372833
P103,What language was [MASK] originally speaking?,3,0.6588221841868954,1.0037842497044218
P103,What language was [MASK]'s native speech?,3,1.0596076412145379,0.981115658366568
P103,What language was [MASK]'s original language?,3,0.6276827133984654,0.9963817305181459
P103,What language was natively spoken by [MASK]?,3,0.33917208218440625,1.0355336889290816
P103,What tongue does [MASK] have as his mother tongue?,3,0.7787344052478384,0.9885035405999076
P103,What tongue does [MASK] speak?,3,1.0278058704558728,1.003066903874737
P103,What tongue was [MASK]'s first language?,3,0.6479188802750846,0.9761520612574102
P103,What was the first language [MASK] learned?,3,0.9689823120445524,1.002121273486856
P103,What was the language of [MASK]'s birth?,3,0.6257880093822922,0.9664934723317838
P103,What was the language of origin for [MASK]?,3,1.3144026968967508,1.001742526582717
P103,Which language was [MASK] born speaking?,3,0.6436736842740919,1.0303169253008908
P103,In what language did [MASK] learn to communicate?,2,0.44403336198813453,0.9441057078426329
P103,To what language is [MASK] native?,2,0.49412572416600276,0.9397716533603874
P103,What is [MASK]' first language?,2,0.0,1.0639877759171719
P103,What is [MASK]' native language?,2,0.0,1.0583974663927593
P103,What is [MASK]'s native lingo?,2,0.8194294260123757,0.8194294260123757
P103,What is the first language that [MASK] learned?,2,0.9718986316825673,0.946760661808605
P103,What is the language [MASK] is most proficient in?,2,0.4649198938877532,0.99161549709881
P103,What is the language native to [MASK]?,2,0.9828551706409511,0.9828551706409511
P103,What is the language natively spoken by [MASK]?,2,1.0093669871804327,1.0093669871804327
P103,What is the language spoken by [MASK]'s family?,2,0.9473071481502755,1.0392299312532371
P103,What is the language that [MASK] is a native of?,2,0.9514107496662876,1.0167889827363132
P103,What is the language that [MASK] is natively fluent in?,2,0.45330569225684825,0.982524589439641
P103,What is the language that [MASK] is originally from?,2,0.9478834664686808,0.9478834664686808
P103,What is the language that [MASK] knows best?,2,0.5089316679095256,1.0166219529552172
P103,What is the language that [MASK] speaks fluently?,2,0.9908410487862632,0.9908410487862632
P103,What is the language that [MASK] was brought up speaking?,2,0.46781631691328707,1.0239795287448679
P103,What is the language that [MASK] was brought up with?,2,1.0151333521655925,1.0151333521655925
P103,What is the language that is indigenous to [MASK]?,2,0.9429775141464348,1.0005072711852405
P103,What is the native language of [MASK]'s birth?,2,1.0087959369890287,1.024947782098029
P103,What is the native language of [MASK]'s origin?,2,0.9969950836213899,0.9969950836213899
P103,What is the primary language spoken in [MASK]?,2,0.5128460090081504,1.0354736540347573
P103,What is the traditional language of [MASK]?,2,0.9899706856483343,0.9899706856483343
P103,What is the vernacular of [MASK]?,2,0.9215284536961559,0.9215284536961559
P103,What language did [MASK] acquire at birth?,2,0.9533736221174083,1.018210014914462
P103,What language did [MASK] call his own?,2,0.9832121812263872,0.9832121812263872
P103,What language did [MASK] first learn?,2,0.4528984210773319,0.9985668017541743
P103,What language did [MASK] grow up with?,2,1.0126721607310012,1.0126721607310012
P103,What language did [MASK] have as his mother tongue?,2,0.0,1.0185730560906334
P103,What language did [MASK] know best?,2,1.0095727343660204,0.9622109690201375
P103,What language did [MASK] learn first and foremost?,2,0.5590848125237898,1.0629751112988113
P103,What language did [MASK] learn from her parents?,2,0.9318634178329133,0.9709318698912863
P103,What language did [MASK] learn from his parents?,2,0.4844202955330495,1.0264216887625022
P103,What language did [MASK] learn in her childhood?,2,0.0,0.9754052026067426
P103,What language did [MASK] learn to speak first?,2,0.9777724411218867,1.0684335735326038
P103,What language did [MASK] natively know?,2,0.5371029897587629,0.9722112750581038
P103,What language did [MASK] primarily speak?,2,0.998876015627466,0.998876015627466
P103,What language did [MASK] speak as her first language?,2,1.0033527638992863,1.0566486777619604
P103,What language did [MASK] speak natively?,2,1.0076820950636434,1.0076820950636434
P103,What language did [MASK] speak naturally?,2,0.4490155921878635,0.9320613248609577
P103,What language did [MASK] speak?,2,0.9924879492959077,0.9924199534048962
P103,What language did [MASK] use first?,2,0.967497271556931,1.0342683955880956
P103,What language did [MASK]'s family speak?,2,0.4245341344286811,0.9065318744901962
P103,What language do [MASK] typically use?,2,0.9451778180611334,0.9451778180611334
P103,What language do most [MASK] speak?,2,1.0289531698223047,1.0289531698223047
P103,What language does [MASK] consider her own?,2,0.4625382947132523,0.9912396643898236
P103,What language does [MASK] consider to be his own?,2,0.44889452467634333,1.0204643465673058
P103,What language does [MASK] first learned to speak?,2,1.1662435521301031,0.9855229697846798
P103,What language does [MASK] grow up speaking?,2,1.071717471759293,1.0351476057114373
P103,What language does [MASK] have a native fluency in?,2,1.007433888768933,1.0285993583782393
P103,What language does [MASK] have as his native language?,2,1.0243710768193912,1.0243710768193912
P103,What language does [MASK] have as his original language?,2,1.0068917007057703,1.0068917007057703
P103,What language does [MASK] have the most familiarity with?,2,0.9412772428897415,0.9412772428897415
P103,What language does [MASK] identify as her native language?,2,0.0,0.940490458876786
P103,What language does [MASK] identify as his own?,2,0.9899711446194951,0.9899711446194951
P103,What language does [MASK] identify as his primary language?,2,0.0,1.0211464866841378
P103,What language does [MASK] natively speak?,2,0.0,1.0031433173159985
P103,What language does [MASK] speak as a first tongue?,2,0.9820944539920986,0.9820944539920986
P103,What language does [MASK] use as his primary language?,2,1.020602970747164,1.020602970747164
P103,What language does [MASK] usually speak?,2,0.5038438118026534,1.0185372309924177
P103,What language is [MASK] from?,2,1.0132216968914423,1.0132216968914423
P103,What language is [MASK] most comfortable with?,2,0.46150096170438404,0.9739384667303803
P103,What language is [MASK] most fluent in?,2,0.9529114973624537,1.03904766192499
P103,What language is [MASK] most proficient in?,2,0.9701225608270619,1.0221608755200169
P103,What language is [MASK]'s linguistic origin?,2,1.0961093546846934,0.9082070759383538
P103,What language is [MASK]'s native idiom?,2,0.990617819592739,1.022080107399582
P103,What language is [MASK]'s native speech?,2,0.49988281692831144,1.0130630208091267
P103,What language is most commonly used by [MASK]?,2,1.00968157577985,1.0033686958061034
P103,What language is originally spoken in [MASK]?,2,0.9974708733107809,0.9974708733107809
P103,What language is the basis of [MASK]'s communication?,2,1.0042283298336587,1.0011771686364392
P103,What language is the origin for [MASK]?,2,0.92872356443864,0.9642472710238029
P103,What language is the original language of [MASK]?,2,0.9920436389062448,0.9920436389062448
P103,What language is the primary language of [MASK]?,2,0.9584858375066668,1.0119711081726583
P103,What language is the primary tongue in [MASK]?,2,0.49643687343541076,1.0051927905779967
P103,What language is traditionally spoken by [MASK]?,2,1.019092462630379,1.019092462630379
P103,What language is typically used in [MASK]?,2,0.0,1.0265138055176213
P103,What language was [MASK] raised with?,2,0.45434476166126675,1.0154511899478826
P103,What language was [MASK]'s native dialect?,2,0.6260021945568379,0.9302416671492151
P103,What language was the primary language of [MASK]?,2,0.5392485883641226,1.0327073242085332
P103,What linguistic background does [MASK] come from?,2,0.442903495776897,0.9872320186474992
P103,What tongue is [MASK]'s mother tongue?,2,0.9926255888057203,0.9926255888057203
P103,What tongue is [MASK]'s primary language?,2,0.4474687271569463,0.9638527698337374
P103,What tongue was [MASK] born speaking?,2,0.8733667969283518,0.928311095237971
P103,What was the first language spoken by [MASK]?,2,0.9143918318675957,1.0093966822350793
P103,What was the language [MASK] grew up with?,2,0.9952547786383812,0.9803520326082994
P103,What was the language [MASK] learned first?,2,0.47271173506213915,1.0693752362096989
P103,What was the language of [MASK]'s childhood?,2,0.6190318831710314,0.949111326555223
P103,What was the language that [MASK] was raised speaking?,2,0.4326801136041134,0.9566703022554953
P103,What was the native tongue of [MASK]?,2,0.9961742569621874,0.9960584171763092
P103,Which language is native to [MASK]?,2,0.4495743284203788,0.9538877901151439
P103,From what language does [MASK] originate?,1,1.0305719549198933,1.0068024873025918
P103,From which language does [MASK] derive his first linguistic influences?,1,0.0,0.9783667657225972
P103,From which language does [MASK] originate?,1,0.984945700194154,0.984945700194154
P103,In what language did [MASK] communicate natively?,1,0.8947990838966177,1.023081082438119
P103,In what language did [MASK] communicate naturally?,1,1.0581324517140827,1.0678171904519433
P103,In what language did [MASK] communicate?,1,0.8798829744475001,0.9456740682076259
P103,In what language did [MASK] converse in his early years?,1,0.9293293629450248,1.0222634514157183
P103,In what language did [MASK] first learn to communicate?,1,1.001844559978731,1.001844559978731
P103,In what language did [MASK] first learn to speak?,1,3.301241219141331,0.9984940942591952
P103,In what language did [MASK] learn to speak first?,1,1.1017123030699676,1.1017123030699676
P103,In what language did [MASK] originally communicate?,1,0.0,0.9367582508923813
P103,In what language does [MASK] communicate most fluently?,1,1.0031880919835112,1.0031880919835112
P103,In what language does [MASK] communicate most naturally?,1,1.0112805644344074,1.0112805644344074
P103,In what language does [MASK] communicate natively?,1,0.9298390841550013,0.9298390841550013
P103,In what language does [MASK] communicate?,1,1.0075184621488051,1.0075184621488051
P103,In what language does [MASK] have fluency?,1,0.9457257504523022,1.077164994003727
P103,In what language does [MASK] primarily speak?,1,1.0224821743320058,1.0224821743320058
P103,In what language is [MASK] considered a native speaker?,1,0.9142636285461191,0.9142636285461172
P103,In what language was [MASK] initially schooled?,1,0.0,1.003673159565457
P103,In what language was [MASK] most proficient?,1,0.0,0.996078864928553
P103,In what language was [MASK] proficient?,1,0.9479490955786374,1.1118637328754621
P103,In which language did [MASK] receive his primary education?,1,1.0818301497999259,1.0818301497999259
P103,In which language does [MASK] communicate?,1,0.0,0.9972210012778372
P103,In which language does [MASK] have a natural fluency?,1,1.0021298279054889,1.0021298279054889
P103,In which language was [MASK] most comfortable speaking?,1,0.8947643216879644,0.9868120874234507
P103,In which language was [MASK] most fluent?,1,0.978195050129036,1.061828442303711
P103,In which language was [MASK] originally brought up?,1,0.0,1.0176732109671547
P103,Of what language is [MASK] a native speaker?,1,0.9971391408716986,0.9971391408716986
P103,Of what language is [MASK] a native?,1,0.9609415221095071,1.0475054284318648
P103,Of which language was [MASK] a native speaker?,1,1.020326312318422,0.8944953652366477
P103,To what language does [MASK] trace his linguistic roots?,1,0.9424385220472249,1.04668234158823
P103,To what language does [MASK] trace his origin?,1,2.1032609580473514,0.9384185988489521
P103,To what language were [MASK]'s earliest words spoken?,1,0.0,1.015218961754742
P103,To which language does [MASK] have an ancestral tie?,1,0.0,0.8791465335502204
P103,To which language does [MASK] owe his mother-tongue?,1,0.9991564529457614,0.9991564529457614
P103,To which language was [MASK] born?,1,0.0,0.9409621271142412
P103,To which language was [MASK] originally exposed?,1,0.9635006165649994,0.9635006165649994
P103,What did [MASK] speak as his first language?,1,1.4245438815180569,0.9975274076422792
P103,What does [MASK] speak as a first language?,1,0.0,0.982115910061842
P103,What is [MASK]' native tongue?,1,0.0,0.9993255674994935
P103,What is [MASK]'s historic language?,1,0.9221627728445069,0.9221627728445069
P103,What is [MASK]'s language origin?,1,1.054396311351865,1.054396311351865
P103,What is [MASK]'s native language of communication?,1,0.945533060482127,0.945533060482127
P103,What is [MASK]'s native language origins?,1,0.9920744203739024,0.9920744203739024
P103,What is [MASK]'s native language spoken in?,1,0.9977430214058306,1.020418377971965
P103,What is [MASK]'s native linguistic background?,1,1.6268175850163338,0.9461150134582134
P103,What is [MASK]'s native vernacular?,1,1.3053340449903195,0.8243836727697965
P103,What is [MASK]'s original tongue?,1,0.0,0.8785584478567048
P103,What is [MASK]’s mother tongue?,1,1.1600662035805334,1.012989776046944
P103,What is a native tongue of [MASK]?,1,0.0,0.9713957524171973
P103,"What is considered [MASK]'s ""mother tongue""?",1,1.0862932825913711,1.0426733899855039
P103,What is the Armenian population's primary language?,1,0.9939819876607906,0.9939819876607906
P103,What is the basic language of [MASK]?,1,0.9887048496152817,0.9887048496152817
P103,What is the dominant language spoken in [MASK]?,1,1.003950600836488,1.003950600836488
P103,What is the ethnic language of [MASK]?,1,0.9893778160335404,0.9893778160335404
P103,What is the first language [MASK] learned?,1,1.0119179880369316,1.0119179880369316
P103,What is the first language [MASK] was exposed to?,1,0.9629416538776349,0.9629416538776349
P103,What is the first language for [MASK]?,1,1.0090007611003724,1.0090007611003724
P103,What is the first language heard by [MASK]?,1,0.9497934874230695,1.0900770222078062
P103,"What is the first language of the Thai monarch, Vajiralongkorn I?",1,1.0801904011852135,0.9820771244584713
P103,What is the first language spoken in the [MASK]?,1,0.0,1.018307162730041
P103,What is the first language that [MASK] speaks?,1,0.0,1.003687686201587
P103,What is the home language of [MASK]?,1,0.0,1.0000889569171623
P103,What is the indigenous language of the [MASK]?,1,0.0,1.051524160461832
P103,What is the initial language of [MASK]?,1,1.0008796437143033,1.0008796437143033
P103,What is the intrinsic language of the [MASK]?,1,0.9600755715850761,0.9600755715850761
P103,What is the language [MASK] call their own?,1,1.005632275700614,1.005632275700614
P103,What is the language [MASK] grew up learning?,1,0.0,1.0240506944546035
P103,What is the language [MASK] grew up speaking in?,1,0.0,1.0003735049930902
P103,What is the language [MASK] has as his native?,1,0.9635453534395808,1.0472192721325178
P103,What is the language [MASK] has spoken since birth?,1,1.0063163774896706,0.9209811900655769
P103,What is the language [MASK] is a native speaker of?,1,1.6979139199620734,0.9355576713473185
P103,What is the language [MASK] is from?,1,0.0,1.006507000296069
P103,What is the language [MASK] learned as a child?,1,1.1057353403700239,1.1057353403700239
P103,What is the language [MASK] learned primarily?,1,1.0340501249131906,1.0340501249131906
P103,What is the language [MASK] originally speaks?,1,1.020674916054602,1.020674916054602
P103,What is the language [MASK] primarily speaks?,1,0.0,1.0492265061551604
P103,What is the language [MASK] speaks as a first language?,1,0.0,1.062528675487314
P103,What is the language [MASK] speaks as a native?,1,0.8991749482149303,0.8991749482149303
P103,What is the language [MASK] speaks as her first language?,1,1.0320943016644089,1.0234651064127493
P103,What is the language [MASK] speaks as her first tongue?,1,0.9968207459683935,0.9968207459683935
P103,What is the language [MASK] speaks as her native language?,1,1.0050161063123917,1.0050161063123917
P103,What is the language [MASK] speaks as his first language?,1,0.9227905126296673,1.0796083279309485
P103,What is the language [MASK] speaks as his mother tongue?,1,0.9135057982629603,1.0136129265614724
P103,What is the language [MASK] speaks first and foremost?,1,0.0,1.0504507279336515
P103,What is the language [MASK] speaks in his homeland?,1,0.9297888139323844,0.9297888139323844
P103,What is the language [MASK] speaks natively?,1,1.053325740426649,1.053325740426649
P103,What is the language [MASK] speaks primarily?,1,1.021119260184017,1.021119260184017
P103,What is the language [MASK] was born into?,1,0.9753913432155,0.9753913432155
P103,What is the language [MASK] was first exposed to?,1,1.02855499989395,1.02855499989395
P103,What is the language [MASK] was originally raised speaking?,1,0.8836109921637794,1.0010069172707234
P103,What is the language [MASK] was taught at home?,1,0.0,0.9756033078524627
P103,What is the language commonly used by [MASK]?,1,1.024279504724211,1.024279504724211
P103,What is the language native to Slovakia?,1,1.0222289521465524,1.0222289521465524
P103,What is the language of Crimea Tatars' origin?,1,0.8830109972643864,0.9711062260308108
P103,What is the language of Macedonia's inhabitants?,1,1.0035102870962127,1.0035102870962127
P103,What is the language of [MASK]'s ancestors?,1,0.9441425498559243,1.050370195182105
P103,What is the language of [MASK]'s ancestry?,1,0.915239828275484,1.064333817479761
P103,What is the language of [MASK]'s cultural background?,1,1.0166259096834636,0.9937211156296556
P103,What is the language of [MASK]'s national origin?,1,1.0630812067375885,1.0254843185806035
P103,What is the language of [MASK]'s natives?,1,1.0039161249272224,0.9722411618544359
P103,What is the language of [MASK]'s origins?,1,0.8807557555479356,0.9055654157876036
P103,What is the language of [MASK]'s upbringing?,1,0.9251586415966955,1.053739418802324
P103,What is the language of [MASK]?,1,1.0545724631693014,0.9783073699293058
P103,What is the language of native [MASK] residents?,1,0.0,0.9751734782040503
P103,What is the language of origin for the Vietnamese?,1,0.9119121844183263,0.9119121844183263
P103,What is the language of origin of [MASK]?,1,1.0565719012421302,1.010654597690483
P103,What is the language of the indigenous people of [MASK]?,1,0.8546909642978844,0.8546909642978844
P103,What is the language of the native people in [MASK]?,1,0.0,0.9614419044201927
P103,What is the language of the original inhabitants of [MASK]?,1,0.9827100071724422,0.9827100071724422
P103,What is the language of the people from [MASK]?,1,0.0,1.016103758001511
P103,What is the language of the people of [MASK]?,1,0.0,1.0066498714572127
P103,What is the language originally spoken by [MASK]?,1,0.8461512622636591,0.8461512622636591
P103,What is the language spoken as a mother tongue in [MASK]?,1,0.0,1.008857822944855
P103,What is the language spoken by [MASK] from birth?,1,1.0155058683060434,1.0155058683060434
P103,What is the language spoken by [MASK] in his homeland?,1,0.0,0.9704887223814753
P103,What is the language spoken by [MASK]'s parents?,1,0.903045631401605,0.903045631401605
P103,What is the language spoken by [MASK]?,1,0.8820334466323344,0.9216311318310147
