,p,template,fact_id,effect_gold,effect_top
6424,P140,To which faith does [MASK] belong?,7,1.0898006689074349,1.0529731157029862
6447,P140,To which religious tradition does [MASK] belong?,7,,1.0154138909177577
6487,P140,What spiritual system does [MASK] follow?,7,,1.0004543161107604
6440,P140,What religion does [MASK] identify with?,7,,1.0956036025200266
6449,P140,What creed does [MASK] practice?,7,,0.9878902657498964
6530,P140,What spiritual belief system does [MASK] subscribe to?,7,,0.9937377326606839
6458,P140,What is the spiritual denomination of [MASK]?,7,,1.0020194814139525
6434,P140,What is [MASK]'s spiritual background?,6,0.8665279185997439,0.8928792326739926
6617,P140,What spiritual belief system does [MASK] adhere to?,6,,1.0030294772097037
6551,P140,To what spiritual tradition does [MASK] belong?,6,,0.956592549389922
6489,P140,What spiritual tradition does [MASK] adhere to?,6,,0.9976796934798359
6527,P140,What spiritual belief does [MASK] follow?,6,,1.0006633024806793
6433,P140,What is [MASK]'s religious orientation?,6,0.9393130337649227,0.9321646861957115
6523,P140,What religious belief system does [MASK] practice?,6,,1.0009314427479572
6481,P140,What religion does [MASK] believe in?,6,,1.0377714216823795
6435,P140,What is [MASK]'s spiritual orientation?,6,,0.8795547940121425
6437,P140,What is the religious identity of [MASK]?,6,0.9141384092028273,0.996882447064638
6460,P140,Of what religion is [MASK] a member?,6,,1.0118081846666374
6442,P140,What religious tradition does [MASK] practice?,6,,1.1250932661117587
6448,P140,What creed does [MASK] believe in?,6,,0.9805151684450021
6567,P140,What denomination is [MASK] affiliated with?,5,,1.0040838508799463
6566,P140,What denomination does [MASK] adhere to?,5,,1.0320332544354702
6604,P140,What religion is practiced by the [MASK]?,5,,1.0233239579494466
6585,P140,What is the predominant religion in the [MASK]?,5,,1.0336884465318725
6552,P140,To what spiritual tradition does [MASK] subscribe?,5,,1.0343804188011132
6533,P140,What spiritual practice does [MASK] adhere to?,5,,0.9802403840823573
6526,P140,What spiritual belief does [MASK] embrace?,5,,0.9650966980660538
6575,P140,What faith is practiced at [MASK]?,5,,1.0834751460084813
6446,P140,To which religious group does [MASK] belong?,5,0.8982696125373395,1.0023994205102877
6469,P140,What faith does [MASK] profess?,5,,1.0136596068608643
6453,P140,What is [MASK]'s spiritual practice?,5,0.832339956394069,0.8496743515824396
6471,P140,What is [MASK]'s creed?,5,,0.8762221838652181
6484,P140,What spiritual affiliation does [MASK] have?,5,0.9240325697489432,1.0719979559421717
6465,P140,What creed does [MASK] profess?,4,,0.9535558109060918
6587,P140,What is the religion [MASK] follows?,4,,1.074798159817365
6898,P140,What faith is embraced by [MASK]?,4,,0.9698806022435886
6578,P140,What is [MASK]'s spiritual doctrine?,4,,0.9122314881449132
6483,P140,What religion is [MASK] associated with?,4,0.9297489146948694,1.0451738369576733
6505,P140,What form of worship does [MASK] practice?,4,,0.9332490685209619
6486,P140,What spiritual path does [MASK] walk?,4,0.8625059546692058,0.8748233480448319
6568,P140,What denomination is [MASK] associated with?,4,,1.0195173929988277
6488,P140,What spiritual system does [MASK] practice?,4,,0.9453302113909903
6496,P140,To what religious belief does [MASK] adhere?,4,,1.0968970065935997
6614,P140,What religious tradition does [MASK] adhere to?,4,,1.0364919184357837
6501,P140,What faith did [MASK] adhere to?,4,,1.0298868414715425
6627,P140,What spiritual path is followed by the [MASK]?,4,,0.9174437749203914
6502,P140,What faith did [MASK] practice?,4,0.9490159056347232,1.0364077689411153
6520,P140,What religion does [MASK] profess?,4,,1.0351368557367084
6631,P140,What spiritual system does [MASK] believe in?,4,,0.9452619586619989
6538,P140,What spiritual tradition is [MASK] a part of?,4,,0.9192565644757436
6519,P140,What is the spiritual tradition that [MASK] follows?,4,,0.8850220926082045
6524,P140,What religious beliefs does [MASK] have?,4,,1.0225171237026929
6513,P140,What is the faith tradition of the [MASK]?,4,1.0276102553693507,1.097384228578593
6512,P140,What is the faith that [MASK] subscribes to?,4,0.9363119090517704,1.038093193607547
6510,P140,What is [MASK]'s spiritual tradition?,4,,0.9016059825284591
6714,P140,To what religious belief does [MASK] ascribe?,4,,0.9724296940381781
6646,P140,Which belief system does [MASK] adhere to?,4,,1.0080326155970034
6548,P140,To what religion does the [MASK] ascribe?,4,,1.009406930241749
6696,P140,To what faith did [MASK] ascribe?,3,,1.0278392301324517
6624,P140,What spiritual path does [MASK] believe in?,3,,0.9001649691799218
6637,P140,What spiritual tradition does [MASK] observe?,3,,1.011785378875114
6722,P140,To what religious tradition does [MASK] subscribe?,3,,1.0457650533180465
6971,P140,What is the belief system of a [MASK]?,3,,0.9220502341677239
6600,P140,What religion does [MASK] embrace?,3,,1.0476189200815298
6654,P140,Which spiritual path does [MASK] follow?,3,,0.9266743131463592
6625,P140,What spiritual path does [MASK] embrace?,3,0.9050323294690138,0.9050323294690031
6652,P140,Which religion is followed by [MASK]?,3,,1.0837590607526224
6615,P140,What religious tradition does [MASK] belong to?,3,1.1012449053798503,1.0324077330493753
6832,P140,What creed is embraced by the [MASK]?,3,,0.8837139675986551
6651,P140,Which religion is [MASK] affiliated with?,3,,1.0471661578094362
6883,P140,What faith does [MASK] identify with?,3,,1.0152737017126494
6636,P140,What spiritual tradition does [MASK] embrace?,3,,0.9553458610917599
6643,P140,What was the religion of [MASK]?,3,,1.0709525665198196
6621,P140,What spiritual doctrine does [MASK] subscribe to?,3,,0.9553009365727935
6811,P140,What belief system is practiced by [MASK]?,3,,0.9627099689432551
6626,P140,What spiritual path does [MASK] observe?,3,,0.8405854408710685
6521,P140,What religion is practiced at [MASK]?,3,,1.0684185879881347
6515,P140,What is the religion that [MASK] practices?,3,1.1317336617678873,0.9843413048898425
6532,P140,What spiritual path does [MASK] pursue?,3,,0.8744910706440213
6525,P140,What religious denomination does [MASK] identify with?,3,0.9262667837172602,1.0665942551855283
7058,P140,What is the spiritual path [MASK] has chosen?,3,,0.9063931525362827
6558,P140,To which religious tradition does [MASK] adhere?,3,,1.0004256039438142
6536,P140,What spiritual tradition does [MASK] identify with?,3,0.9045960576905887,0.8988813124592946
6564,P140,What creed is [MASK] a member of?,3,,0.9468124882365601
6557,P140,To which religious denomination does [MASK] adhere?,3,,1.0388246198456585
7070,P140,What is the spiritual tradition followed in [MASK]?,3,,0.9561000547137749
6534,P140,What spiritual practice does [MASK] embrace?,3,0.8726376260357105,0.8971637064139482
6571,P140,What faith does [MASK] observe?,3,,1.0562013844845746
6560,P140,To which spiritual tradition does [MASK] adhere?,3,0.9918293891123976,0.9914925823388178
6550,P140,To what spiritual path does [MASK] subscribe?,3,,0.8812129724276048
6582,P140,What is the creed that [MASK] follows?,3,,0.9412997600349305
6509,P140,What is [MASK]'s religious identity?,3,,0.9403888024392275
6549,P140,To what spiritual path does [MASK] belong?,3,,0.9599076283940962
6499,P140,What denomination does [MASK] practice?,3,,0.9905481825904746
6541,P140,Of what faith is [MASK] a member?,3,,1.0412033369647322
6497,P140,To what religious group does [MASK] belong?,3,,0.9946423093402208
6535,P140,What spiritual practice does [MASK] observe?,3,0.8879907494141989,0.8884796763671176
7341,P140,What type of faith does [MASK] adhere to?,2,,1.042901980228638
6981,P140,What is the faith [MASK] practices?,2,,1.051992430726757
6745,P140,To which creed does [MASK] belong?,2,,0.8999695673698396
6680,P140,Of what religious tradition is [MASK] a part?,2,,0.9901081139949444
6744,P140,To which creed does [MASK] adhere?,2,,0.906912161069761
6731,P140,To what spiritual path is [MASK] devoted?,2,1.4004382846924925,0.9723988199162397
6728,P140,To what spiritual beliefs does [MASK] subscribe?,2,,1.0622464296842817
6721,P140,To what religious system does [MASK] subscribe?,2,,1.0522091351428804
6718,P140,To what religious denomination does [MASK] subscribe?,2,,1.082263175205863
6712,P140,To what religion is [MASK] devoted?,2,,1.0732547288493235
6699,P140,To what faith does [MASK] belong?,2,,0.9667495340834947
6698,P140,To what faith do members of the [MASK] adhere?,2,,1.0416228588011278
6694,P140,To what denomination does [MASK] ascribe?,2,,0.9372338141138208
6772,P140,To which religious belief do [MASK] subscribe?,2,,1.0306983890611692
6821,P140,What creed does [MASK] embrace?,2,,0.9037206778568327
6792,P140,To which spiritual path does [MASK] subscribe?,2,,0.8704348335692611
7315,P140,What spiritual tradition did [MASK] observe?,2,,0.9744693143076515
6957,P140,What is [MASK]'s religious tradition?,2,,0.9652417233157058
7187,P140,What religious tradition does [MASK] observe?,2,,1.0473882238466792
7209,P140,What spiritual belief does [MASK] observe?,2,,0.9426219613297553
6920,P140,What faith system is the [MASK] part of?,2,,1.0755785157541418
7008,P140,What is the prevailing religion in the [MASK]?,2,,1.096924297293513
7013,P140,What is the religion embraced by [MASK]?,2,,0.9369391936279866
7220,P140,What spiritual belief system is observed by the [MASK]?,2,,0.9338061707560379
6903,P140,What faith is most widely practiced in [MASK]?,2,,0.9864136221414864
6901,P140,What faith is held by [MASK]?,2,,1.0911371468423203
7145,P140,What religious denomination is [MASK] a part of?,2,,1.0330250817126696
6891,P140,What faith is [MASK] devoted to?,2,,1.0247898780522462
7129,P140,What religious belief does [MASK] follow?,2,,1.0568400608683906
7118,P140,What religion is represented by [MASK]?,2,,0.9885314004619076
6862,P140,What doctrine does [MASK] practice?,2,,0.9359346408805278
7053,P140,What is the spiritual foundation of [MASK]?,2,0.9326868407014577,1.0490923600438755
6834,P140,What creed is followed by [MASK]?,2,0.8934767393141526,1.0941235002242804
7061,P140,What is the spiritual persuasion of [MASK]?,2,,0.9151784033073866
7290,P140,What spiritual practice does [MASK] ascribe to?,2,,0.9131143527583452
7082,P140,What is the theology of [MASK]?,2,,0.8973199752296583
6684,P140,Of which faith is [MASK] a member?,2,,1.019247421318783
6720,P140,To what religious sect does [MASK] belong?,2,,0.9402260931644766
7089,P140,What kind of religion is adhered to at [MASK]?,2,,1.0190994479661342
6632,P140,What spiritual system does [MASK] embrace?,2,0.8900652536825107,0.9835388521192834
6606,P140,What religious affiliation did [MASK] have?,2,1.0296166057653486,0.9765995326025132
6595,P140,What is the spiritual doctrine of [MASK]?,2,0.8727014348910951,0.8904002902135384
6598,P140,What is the spiritual path that [MASK] follows?,2,1.0877938859395777,0.8650081623260789
6645,P140,What was the spiritual belief of [MASK]?,2,,0.9438277922396913
6658,P140,In what faith does [MASK] believe?,2,,1.061628031454826
6569,P140,What doctrine does the [MASK] ascribe to?,2,0.9242086096886325,0.9212304380479815
6597,P140,What is the spiritual inclination of [MASK]?,2,,0.8457168143840998
6640,P140,What type of religion is practiced by [MASK]?,2,,1.0223983994349306
6649,P140,Which faith does [MASK] practice?,2,1.0228132678478112,1.053731925455875
6563,P140,What creed does [MASK] observe?,2,0.8993105652323177,0.8993105652323167
6655,P140,For what religion is the [MASK] an adherent?,2,,1.0939840810501398
6581,P140,What is [MASK]'s spiritual persuasion?,2,0.91392774939728,1.0080129113555654
6596,P140,What is the spiritual identity of [MASK]?,2,0.8915215215475927,0.8915215215475893
6579,P140,What is [MASK]'s spiritual identity?,2,,0.8328352813355613
6653,P140,Which religion is practiced by [MASK]?,2,0.9163310913207698,1.0421043750576113
6622,P140,What spiritual path did [MASK] follow?,2,1.224462625699647,0.905316450307607
6623,P140,What spiritual path did [MASK] take?,2,,0.9040252553824085
6580,P140,What is [MASK]'s spiritual path?,2,,0.8962721288741662
6588,P140,What is the religion that [MASK] ascribes to?,2,,0.9774719230382172
6565,P140,What creed is the [MASK] affiliated with?,2,0.8797650322045809,0.9776998532256519
6607,P140,What religious affiliation does [MASK] hold?,2,1.0316145119883315,1.040174808990824
6593,P140,What is the religious tradition that [MASK] follows?,2,0.8791435313076131,1.0137648458172632
6613,P140,What religious identity does [MASK] identify with?,2,,1.004110057950895
6544,P140,Of which religion is [MASK] a member?,2,,1.0257365196401191
6611,P140,What religious beliefs does [MASK] hold?,2,,1.0687655686541235
6610,P140,What religious beliefs does [MASK] espouse?,2,,1.0227368144907922
6592,P140,What is the religious system of [MASK]?,2,,1.0093262984794231
6673,P140,Of what religion is [MASK] a practitioner?,2,,1.0823401578728589
6590,P140,What is the religious conviction of [MASK]?,2,1.1777291166992252,1.0054086237809574
6609,P140,What religious beliefs does [MASK] adhere to?,2,1.0308488596243142,1.012946711803972
6642,P140,What type of spiritual belief is followed by [MASK]?,2,,0.9655807478550217
6608,P140,What religious belief system is [MASK] affiliated with?,2,,1.0138555094274861
6629,P140,What spiritual practice is [MASK] devoted to?,2,,0.8597476489238873
6639,P140,What theological system does [MASK] subscribe to?,2,0.9387998286487501,0.9427949703455294
6562,P140,What creed did [MASK] follow?,2,0.998575184137229,0.9984941681579473
6559,P140,To which spiritual path does [MASK] belong?,2,,0.8691799644659329
6616,P140,What spiritual belief does [MASK] identify with?,2,,0.9202487813750698
6553,P140,To which creed does [MASK] ascribe?,2,,0.9450986664346953
6554,P140,To which faith did [MASK] adhere?,2,,1.0816198038774791
7184,P140,What religious tradition does [MASK] ascribe to?,1,0.905163582293068,0.9979958386227695
7175,P140,What religious practice is honored by a [MASK]?,1,1.0251752383252168,1.0251752383252168
7192,P140,What religious tradition is followed by [MASK]?,1,,0.9655038066272625
7180,P140,What religious system does [MASK] identify with?,1,,1.0148716707896746
7177,P140,What religious sect is [MASK] affiliated with?,1,,1.0118484821078026
7186,P140,What religious tradition does [MASK] identify with?,1,,1.0564950073804518
7182,P140,What religious teachings does [MASK] follow?,1,0.8951548323933443,1.030447710533769
7181,P140,What religious system is embraced by [MASK]?,1,,1.0265105390824563
7185,P140,What religious tradition does [MASK] embrace?,1,,1.0465343001140848
7179,P140,What religious system does [MASK] believe in?,1,,1.0031118758675892
7178,P140,What religious system did [MASK] follow?,1,,1.0436730976275008
7205,P140,What spiritual belief did the [MASK] follow?,1,,1.1353874217822268
7194,P140,What religious view does [MASK] have?,1,,1.0144957941510002
7195,P140,What sect is the [MASK] associated with?,1,0.9223949200671111,1.0654990786898673
7236,P140,What spiritual denomination does [MASK] associate with?,1,,0.9906638371908406
7234,P140,What spiritual creed does [MASK] accept?,1,,1.0412793236689368
7233,P140,What spiritual creed did the [MASK] embrace?,1,0.9936225219682495,0.9936225219682495
7232,P140,What spiritual convictions does [MASK] possess?,1,0.8703218625310281,0.9675130712057977
7231,P140,What spiritual community does [MASK] belong to?,1,,1.0080245955286513
7230,P140,What spiritual commitment does [MASK] have?,1,0.8771008666308011,0.9794330234537074
7229,P140,What spiritual beliefs is [MASK] devoted to?,1,,0.8867993400149147
7226,P140,What spiritual beliefs do the people of [MASK] embrace?,1,,1.0903147671085096
7225,P140,What spiritual beliefs did [MASK] have?,1,0.9796119202501893,0.9796119202501893
7224,P140,What spiritual beliefs did [MASK] believe in?,1,,0.9071541211661881
7223,P140,What spiritual beliefs are held by [MASK]?,1,,1.1299241597534235
7219,P140,What spiritual belief system is observed at [MASK]?,1,0.9013959305340962,1.0203470652856867
7218,P140,What spiritual belief system is embraced by [MASK]?,1,,0.9803273028223785
7217,P140,What spiritual belief system is adhered to by [MASK]?,1,1.0355457969375397,1.0355457969375397
7214,P140,What spiritual belief is practiced by [MASK]?,1,0.8969822652893326,0.9950680112593223
7213,P140,What spiritual belief does the [MASK] subscribe to?,1,,0.9947957081870824
7207,P140,What spiritual belief does [MASK] believe in?,1,,1.0087951468760092
7204,P140,What spiritual belief did [MASK] practice?,1,,0.8979790078527483
7203,P140,What spiritual approach does [MASK] practice?,1,,0.8901199200142277
7201,P140,What specific religion did [MASK] practice?,1,0.9017701910739584,1.0158058303732607
7199,P140,What sort of religious practices are common in [MASK]?,1,,1.0649961706689426
7198,P140,What sort of religion does [MASK] follow?,1,,0.9991780253116977
7196,P140,What set of religious beliefs does [MASK] follow?,1,,0.9626375540750537
7174,P140,What religious practice does [MASK] observe?,1,,1.0566934437083664
7165,P140,What religious order is [MASK] a member of?,1,,0.9733141438214806
7172,P140,What religious persuasion does [MASK] profess?,1,,1.072375183433132
7111,P140,What religion is adhered to by [MASK]?,1,,1.0955177259825162
7131,P140,What religious belief does [MASK] profess?,1,1.0434964051450308,1.0434964051450308
7128,P140,What religious background does [MASK] have?,1,,0.9752255569178434
7127,P140,What religious affiliation is held by [MASK]?,1,,1.0174937778151545
7126,P140,What religious affiliation does the [MASK] adhere to?,1,,0.8959868135828688
7125,P140,What religious affiliation do the members of [MASK] have?,1,,0.9667802081337241
7124,P140,What religion was promoted by the [MASK]?,1,1.0318440232420847,1.0318440232420847
7123,P140,What religion was [MASK] a practitioner of?,1,1.0641137890247396,1.0696642649088368
7121,P140,What religion is taught at [MASK]?,1,,0.9661939597295041
7120,P140,What religion is represented in a [MASK]?,1,1.1087043222019881,1.1087043222019881
7117,P140,What religion is professed by [MASK]?,1,,1.0646710278075422
7114,P140,What religion is most commonly practiced in [MASK]?,1,,0.983844468072053
7112,P140,What religion is dominant in the [MASK]?,1,,1.0835554918949026
7109,P140,What religion is [MASK] aligned with?,1,,1.0244335349292877
7171,P140,What religious persuasion does [MASK] identify with?,1,,0.9425497499687203
7107,P140,What religion has [MASK] chosen to practice?,1,,1.0416018519498036
7105,P140,What religion does the [MASK] follow?,1,,1.097582113000217
7103,P140,What religion does the Danish monarch Margrethe II believe in?,1,,0.9756143884039199
7102,P140,What religion does the Crown Princess of Sweden embrace?,1,,1.054363701784204
7100,P140,What religion does [MASK] consider himself a part of?,1,,1.0120688180158923
7099,P140,What religion does [MASK] affiliate with?,1,,1.063407310989363
7098,P140,What religion did the [MASK] practice?,1,1.0279483666895473,1.0279483666895473
7097,P140,What religion did [MASK] profess?,1,,1.086189498265927
7096,P140,What religion did [MASK] embrace?,1,,1.0845843020595374
7095,P140,What kind of worship does [MASK] engage in?,1,,0.8645475981896188
7093,P140,What kind of spiritual belief does [MASK] have?,1,,0.8688511115225171
7091,P140,What kind of religious belief is practiced at [MASK]?,1,,0.9964229012652998
7132,P140,What religious beliefs are honored at [MASK]?,1,0.9192255327017652,0.9762527280049162
7133,P140,What religious beliefs do [MASK]s ascribe to?,1,,0.8835511320929097
7135,P140,What religious convictions are held by those in [MASK]?,1,,1.0838411305582392
7136,P140,What religious convictions does [MASK] have?,1,,1.089486205397589
7170,P140,What religious persuasion does [MASK] follow?,1,,1.1002690389287035
7169,P140,What religious path does [MASK] take?,1,,1.0087314179789926
7168,P140,What religious path does [MASK] follow?,1,,0.897608000289551
7167,P140,What religious path did [MASK] follow?,1,0.8982561816460968,0.9967311713381428
7166,P140,What religious order is [MASK] a part of?,1,,0.8885542962585553
7238,P140,What spiritual doctrine did the [MASK] embrace?,1,,1.0277814326734722
7164,P140,What religious ideology is followed by [MASK]?,1,,1.047737930821793
7163,P140,What religious ideology does the [MASK] follow?,1,,0.9495168834249585
7162,P140,What religious group is associated with the [MASK]?,1,,0.9967312110889706
7161,P140,What religious group is [MASK] a part of?,1,1.023305147117256,1.0182002016063343
7160,P140,What religious group does [MASK] follow?,1,,1.0414894861967041
7159,P140,What religious group does [MASK] associate with?,1,,1.0200045107003677
7158,P140,What religious group does [MASK] ascribe to?,1,,1.0576478331624601
7157,P140,What religious faith is the [MASK] adhering to?,1,,0.8989619797068792
7156,P140,What religious faith is practiced in [MASK]?,1,,1.1222601599698876
7154,P140,What religious doctrines does [MASK] adhere to?,1,,0.8640715923783396
7153,P140,What religious doctrine is embraced by [MASK]?,1,,0.9039165247395685
7152,P140,What religious doctrine is [MASK] devoted to?,1,,0.873821373376683
7151,P140,What religious doctrine does [MASK] uphold?,1,,0.8749197064486604
7150,P140,What religious doctrine does [MASK] follow?,1,,1.0226651010147476
7149,P140,What religious denomination is represented by the [MASK]?,1,0.9423638222284018,0.9423638222284006
7147,P140,What religious denomination is followed by [MASK]?,1,,1.0165596426918193
7142,P140,What religious denomination do [MASK] follow?,1,,0.9282580104264252
7141,P140,What religious denomination did [MASK] practice?,1,1.040446469805352,1.040446469805352
7140,P140,What religious denomination did [MASK] belong to?,1,,1.0267915414386213
7237,P140,What spiritual direction does [MASK] take?,1,0.8874274621408367,1.0151529429328632
7403,P140,Which religion is predominantly observed in [MASK]?,1,,0.9935865230281924
7240,P140,What spiritual doctrine does [MASK] observe?,1,1.029777971555276,1.029777971555276
7379,P140,What was the spiritual tradition that [MASK] followed?,1,,0.8993378876149193
7376,P140,What was the religious practice of the [MASK]?,1,,0.9306734646581714
7374,P140,What was the religious background of the [MASK]?,1,0.9720439982076625,0.9720439982076625
7368,P140,What was [MASK]'s religion?,1,,1.09178279098727
7367,P140,What type of theology is embraced by [MASK]?,1,0.926917274609808,0.9269172746098014
7366,P140,What type of spirituality is practiced in Spain during the Restoration?,1,0.8746670813343692,0.8746670813343671
7364,P140,What type of religious worship does [MASK] follow?,1,,0.8834039000114684
7417,P140,Which spiritual path is the [MASK] devoted to?,1,,0.8886332706649637
7363,P140,What type of religious views does [MASK] promote?,1,,0.9865450260831742
7362,P140,What type of religious system is followed by [MASK]?,1,,0.9864279833695245
7361,P140,What type of religious precepts does [MASK] adhere to?,1,0.89083358899114,0.8908335889911374
7360,P140,What type of religious practice does [MASK] engage in?,1,,1.1239099170543676
7359,P140,What type of religious observance do [MASK] members practice?,1,0.8850556505221212,1.03790080087296
7358,P140,What type of religious faith does [MASK] have?,1,,1.006599323630995
7356,P140,What type of religious doctrine does [MASK] subscribe to?,1,,0.9453638831601432
7355,P140,What type of religious beliefs do people in the [MASK] adhere to?,1,0.9939590818540004,0.9939590818540004
7354,P140,What type of religious belief does [MASK] possess?,1,,0.9773389363775317
7353,P140,What type of religiosity does [MASK] practice?,1,,1.0163256446191105
7352,P140,What type of religion was practiced in the [MASK]?,1,,1.1127086374666062
7351,P140,What type of religion is followed by [MASK]?,1,,1.024935674444866
7347,P140,What type of religion does [MASK] follow?,1,,1.0098526741287241
7346,P140,What type of religion did [MASK] practice?,1,,1.0089712302335576
7345,P140,What type of religion did [MASK] believe in?,1,0.9008546718174373,1.0060432395255485
7340,P140,What type of faith do students of [MASK] observe?,1,,0.98417587639847
7339,P140,What theology is followed by [MASK]?,1,,0.9240544949885212
7338,P140,What theology does the [MASK] hold?,1,1.1024952693594228,1.1024952693594228
7337,P140,What theology does [MASK] represent?,1,0.872100796721566,0.8721007967215599
7336,P140,What theology does [MASK] adhere to?,1,,1.0075129821915583
7377,P140,What was the spiritual conviction of the [MASK]?,1,0.8435726879700284,0.8435726879700284
7416,P140,Which spiritual belief does [MASK] follow?,1,,0.8833337655959109
7334,P140,What theological orientation does [MASK] follow?,1,,1.0059116937448322
7380,P140,What was the spiritual viewpoint of [MASK]?,1,,0.8544486229595185
7404,P140,Which religion is prevalent in Spain during the Restoration?,1,0.9408157545743926,1.0855809696938812
7400,P140,Which religion is embraced by [MASK]?,1,,1.043485435874928
